facility_id,accounting_month,snapshot_date,snapshot_day,service_line_group,generic_payer_group,encounter_class_group,month_to_date_encounters,month_to_date_discharges,month_to_date_average_daily_census,month_to_date_occupancy_rate,month_to_date_case_mix_index,month_to_date_length_of_stay,month_to_date_observation_rate,month_to_date_surgeries_inpatient,month_to_date_surgeries_outpatient,month_to_date_cath_lab_procedures,month_to_date_imaging_procedures,month_to_date_inpatient_volume,month_to_date_outpatient_volume,month_to_date_gross_charges,month_to_date_gross_charges_inpatient,month_to_date_gross_charges_outpatient,month_to_date_payments,month_to_date_denials,month_to_date_contractual_adjustments,month_to_date_bad_debt,month_to_date_charity_care,days_elapsed,business_days_elapsed,remaining_days,prior_month_net_revenue,prior_year_same_month_net_revenue,rolling_3_month_net_revenue,rolling_6_month_net_revenue,rolling_12_month_net_revenue,historical_collection_rate,historical_denial_rate,historical_adjustment_rate,historical_payer_mix,historical_charge_lag_rate,month,quarter,month_sin,month_cos,actual_month_end_net_revenue
FAC-001,2023-08,2023-08-12,12,acute_inpatient,commercial,inpatient,527.21,104.15,247.08,0.6769,1.2025,5.934,0.1924,35.71,27.56,21.13,315.39,297.57,229.64,4773054.28,2694034.61,2079019.67,980638.95,218342.33,2508828.42,92346.55,81816.01,12.0,9.0,19.0,5303731.169493018,,5661009.40969525,5736461.683263811,5689453.478916662,0.4534,0.0475,0.5451,0.6164,0.1466,8,3,-0.5,-0.866025,5182078.45
FAC-001,2023-08,2023-08-15,15,acute_inpatient,commercial,inpatient,647.35,127.88,256.85,0.7037,1.2025,4.71,0.1689,43.85,33.84,25.26,372.22,365.38,281.97,5860755.25,3307961.01,2552794.23,1479484.35,280411.79,3241546.41,154476.07,95395.09,15.0,11.0,16.0,5303731.169493018,,5661009.40969525,5736461.683263811,5689453.478916662,0.4534,0.0475,0.5451,0.6164,0.1466,8,3,-0.5,-0.866025,5182078.45
FAC-001,2023-08,2023-08-18,18,acute_inpatient,commercial,inpatient,765.57,151.24,254.59,0.6975,1.2025,4.119,0.1625,51.85,40.02,28.41,419.83,432.11,333.46,6931070.74,3912074.61,3018996.13,1985211.13,334051.84,3780409.88,143287.18,108384.26,18.0,14.0,13.0,5303731.169493018,,5661009.40969525,5736461.683263811,5689453.478916662,0.4534,0.0475,0.5451,0.6164,0.1466,8,3,-0.5,-0.866025,5182078.45
FAC-001,2023-08,2023-08-21,21,acute_inpatient,commercial,inpatient,882.22,174.28,249.25,0.6829,1.2025,4.769,0.1756,59.75,46.11,33.51,502.79,497.95,384.27,7987141.49,4508148.1,3478993.39,2495488.63,366497.38,4498718.33,138302.54,114931.65,21.0,15.0,10.0,5303731.169493018,,5661009.40969525,5736461.683263811,5689453.478916662,0.4534,0.0475,0.5451,0.6164,0.1466,8,3,-0.5,-0.866025,5182078.45
FAC-001,2023-08,2023-08-24,24,acute_inpatient,commercial,inpatient,997.54,197.06,249.39,0.6832,1.2025,5.001,0.175,67.56,52.14,41.79,518.17,563.04,434.5,9031169.0,5097424.08,3933744.91,3005719.06,388679.67,4537416.68,180400.86,132474.15,24.0,18.0,7.0,5303731.169493018,,5661009.40969525,5736461.683263811,5689453.478916662,0.4534,0.0475,0.5451,0.6164,0.1466,8,3,-0.5,-0.866025,5182078.45
FAC-001,2023-08,2023-08-27,27,acute_inpatient,commercial,inpatient,1111.71,219.62,236.84,0.6489,1.2025,3.847,0.164,75.3,58.11,43.23,598.95,627.48,484.23,10064780.08,5680820.76,4383959.32,3391488.34,452267.68,5549964.23,226355.84,144459.7,27.0,19.0,4.0,5303731.169493018,,5661009.40969525,5736461.683263811,5689453.478916662,0.4534,0.0475,0.5451,0.6164,0.1466,8,3,-0.5,-0.866025,5182078.45
FAC-001,2023-09,2023-09-07,7,acute_inpatient,commercial,inpatient,330.92,65.37,238.1,0.6523,1.2025,5.281,0.1767,22.41,17.3,13.3,180.67,186.78,144.14,2749633.03,1551963.61,1197669.42,219325.3,128664.29,1561806.13,51275.06,37687.91,7.0,5.0,23.0,5182078.4497040175,,5425741.568477848,5661141.627720888,5626031.600265082,0.4534,0.0475,0.5451,0.6164,0.1466,9,3,-0.866025,-0.5,4755954.51
FAC-001,2023-09,2023-09-10,10,acute_inpatient,commercial,inpatient,459.45,90.76,241.54,0.6617,1.2025,5.084,0.1649,31.12,24.01,18.74,259.72,259.32,200.12,3817548.29,2154722.45,1662825.84,695619.27,175818.64,2252541.42,74629.77,49950.62,10.0,6.0,20.0,5182078.4497040175,,5425741.568477848,5661141.627720888,5626031.600265082,0.4534,0.0475,0.5451,0.6164,0.1466,9,3,-0.866025,-0.5,4755954.51
FAC-001,2023-09,2023-09-12,12,acute_inpatient,commercial,inpatient,543.35,107.34,235.51,0.6452,1.2025,5.706,0.1694,36.8,28.4,20.79,300.63,306.68,236.67,4514724.83,2548226.82,1966498.01,951916.34,225198.82,2575036.07,103263.51,71306.11,12.0,8.0,18.0,5182078.4497040175,,5425741.568477848,5661141.627720888,5626031.600265082,0.4534,0.0475,0.5451,0.6164,0.1466,9,3,-0.866025,-0.5,4755954.51
FAC-001,2023-09,2023-09-15,15,acute_inpatient,commercial,inpatient,667.18,131.8,250.16,0.6854,1.2025,4.939,0.1727,45.19,34.87,27.29,388.33,376.57,290.6,5543556.74,3128926.02,2414630.73,1412977.65,261319.27,3249440.35,108989.43,86594.17,15.0,11.0,15.0,5182078.4497040175,,5425741.568477848,5661141.627720888,5626031.600265082,0.4534,0.0475,0.5451,0.6164,0.1466,9,3,-0.866025,-0.5,4755954.51
FAC-001,2023-09,2023-09-18,18,acute_inpatient,commercial,inpatient,789.02,155.87,256.08,0.7016,1.2025,5.503,0.1749,53.44,41.24,32.96,444.61,445.34,343.68,6555944.13,3700343.5,2855600.63,2007241.08,316455.85,3658082.61,116028.88,97474.99,18.0,12.0,12.0,5182078.4497040175,,5425741.568477848,5661141.627720888,5626031.600265082,0.4534,0.0475,0.5451,0.6164,0.1466,9,3,-0.866025,-0.5,4755954.51
FAC-001,2023-09,2023-09-21,21,acute_inpatient,commercial,inpatient,909.24,179.62,222.28,0.609,1.2025,5.235,0.1548,61.58,47.52,37.19,512.02,513.2,396.04,7554857.73,4264156.03,3290701.7,2479732.36,364309.67,4059742.38,156171.62,80112.53,21.0,15.0,9.0,5182078.4497040175,,5425741.568477848,5661141.627720888,5626031.600265082,0.4534,0.0475,0.5451,0.6164,0.1466,9,3,-0.866025,-0.5,4755954.51
FAC-001,2023-09,2023-09-24,24,acute_inpatient,commercial,inpatient,1028.09,203.1,252.65,0.6922,1.2025,5.05,0.1894,69.63,53.74,41.39,537.11,580.28,447.81,8542379.9,4821538.94,3720840.95,2778647.74,391597.46,4911946.07,162578.06,156875.51,24.0,16.0,6.0,5182078.4497040175,,5425741.568477848,5661141.627720888,5626031.600265082,0.4534,0.0475,0.5451,0.6164,0.1466,9,3,-0.866025,-0.5,4755954.51
FAC-001,2023-09,2023-09-27,27,acute_inpatient,commercial,inpatient,1145.75,226.34,249.85,0.6845,1.2025,5.495,0.1697,77.6,59.89,45.59,637.19,646.69,499.06,9520049.4,5373360.76,4146688.64,3357413.51,451722.07,4906312.71,185529.92,132202.18,27.0,19.0,3.0,5182078.4497040175,,5425741.568477848,5661141.627720888,5626031.600265082,0.4534,0.0475,0.5451,0.6164,0.1466,9,3,-0.866025,-0.5,4755954.51
FAC-001,2023-10,2023-10-07,7,acute_inpatient,commercial,inpatient,321.09,63.43,252.92,0.6929,1.2025,4.369,0.1775,21.75,16.78,11.86,178.63,181.23,139.86,2662876.52,1502996.0,1159880.52,189823.99,120250.61,1391120.45,59140.78,38296.14,7.0,5.0,24.0,4755954.505628129,,5080588.041608389,5455999.301430454,5529356.367527643,0.4534,0.0475,0.5451,0.6164,0.1466,10,4,-1.0,-0.0,4746955.81
FAC-001,2023-10,2023-10-10,10,acute_inpatient,commercial,inpatient,445.79,88.07,245.98,0.6739,1.2025,4.905,0.1817,30.19,23.3,19.15,267.18,251.62,194.18,3697096.89,2086736.58,1610360.31,627564.5,179028.2,2066325.25,63558.5,57292.28,10.0,7.0,21.0,4755954.505628129,,5080588.041608389,5455999.301430454,5529356.367527643,0.4534,0.0475,0.5451,0.6164,0.1466,10,4,-1.0,-0.0,4746955.81
FAC-001,2023-10,2023-10-12,12,acute_inpatient,commercial,inpatient,527.21,104.15,255.76,0.7007,1.2025,5.113,0.1721,35.71,27.56,20.32,283.96,297.57,229.64,4372276.09,2467825.09,1904451.0,944492.22,206692.28,2417062.11,94151.04,66378.88,12.0,9.0,19.0,4755954.505628129,,5080588.041608389,5455999.301430454,5529356.367527643,0.4534,0.0475,0.5451,0.6164,0.1466,10,4,-1.0,-0.0,4746955.81
FAC-001,2023-10,2023-10-15,15,acute_inpatient,commercial,inpatient,647.35,127.88,252.43,0.6916,1.2025,5.414,0.1599,43.85,33.84,27.76,347.13,365.38,281.97,5368646.27,3030202.05,2338444.22,1384906.39,255232.43,2966406.53,114567.76,77511.11,15.0,10.0,16.0,4755954.505628129,,5080588.041608389,5455999.301430454,5529356.367527643,0.4534,0.0475,0.5451,0.6164,0.1466,10,4,-1.0,-0.0,4746955.81
FAC-001,2023-10,2023-10-18,18,acute_inpatient,commercial,inpatient,765.57,151.24,254.24,0.6965,1.2025,4.888,0.1762,51.85,40.02,31.11,429.69,432.11,333.46,6349090.78,3583590.15,2765500.63,1726614.4,286029.22,3319689.43,127644.32,92628.31,18.0,13.0,13.0,4755954.505628129,,5080588.041608389,5455999.301430454,5529356.367527643,0.4534,0.0475,0.5451,0.6164,0.1466,10,4,-1.0,-0.0,4746955.81
FAC-001,2023-10,2023-10-21,21,acute_inpatient,commercial,inpatient,882.22,174.28,257.42,0.7053,1.2025,5.048,0.185,59.75,46.11,35.65,473.08,497.95,384.27,7316486.63,4129613.25,3186873.38,2322352.98,311127.71,3930254.94,114426.78,110143.05,21.0,15.0,10.0,4755954.505628129,,5080588.041608389,5455999.301430454,5529356.367527643,0.4534,0.0475,0.5451,0.6164,0.1466,10,4,-1.0,-0.0,4746955.81
FAC-001,2023-10,2023-10-24,24,acute_inpatient,commercial,inpatient,997.54,197.06,254.67,0.6977,1.2025,5.438,0.1628,67.56,52.14,41.84,567.81,563.04,434.5,8272850.47,4669409.6,3603440.87,2788142.98,382863.23,4509482.01,181773.33,117171.22,24.0,17.0,7.0,4755954.505628129,,5080588.041608389,5455999.301430454,5529356.367527643,0.4534,0.0475,0.5451,0.6164,0.1466,10,4,-1.0,-0.0,4746955.81
FAC-001,2023-10,2023-10-27,27,acute_inpatient,commercial,inpatient,1111.71,219.62,252.87,0.6928,1.2025,4.591,0.1598,75.3,58.11,44.01,614.79,627.48,484.23,9219672.51,5203820.32,4015852.2,3229771.51,421545.25,4853138.82,174479.3,145798.9,27.0,20.0,4.0,4755954.505628129,,5080588.041608389,5455999.301430454,5529356.367527643,0.4534,0.0475,0.5451,0.6164,0.1466,10,4,-1.0,-0.0,4746955.81
FAC-001,2023-11,2023-11-07,7,acute_inpatient,commercial,inpatient,330.92,65.37,252.93,0.6929,1.2025,5.107,0.1711,22.41,17.3,14.2,177.85,186.78,144.14,2793014.38,1576449.16,1216565.22,238851.37,123620.8,1612188.56,56697.31,43617.83,7.0,5.0,23.0,4746955.807242221,,4894996.254191455,5278002.831943353,5451116.311499101,0.4534,0.0475,0.5451,0.6164,0.1466,11,4,-0.866025,0.5,4830989.88
FAC-001,2023-11,2023-11-10,10,acute_inpatient,commercial,inpatient,459.45,90.76,249.02,0.6822,1.2025,5.746,0.1706,31.12,24.01,17.35,249.8,259.32,200.12,3877778.29,2188717.81,1689060.48,697366.73,178388.33,2108777.25,69241.9,60813.4,10.0,8.0,20.0,4746955.807242221,,4894996.254191455,5278002.831943353,5451116.311499101,0.4534,0.0475,0.5451,0.6164,0.1466,11,4,-0.866025,0.5,4830989.88
FAC-001,2023-11,2023-11-12,12,acute_inpatient,commercial,inpatient,543.35,107.34,260.34,0.7133,1.2025,4.768,0.1752,36.8,28.4,21.57,305.31,306.68,236.67,4585954.29,2588430.56,1997523.73,938243.35,208039.72,2522593.74,103816.95,88113.68,12.0,8.0,18.0,4746955.807242221,,4894996.254191455,5278002.831943353,5451116.311499101,0.4534,0.0475,0.5451,0.6164,0.1466,11,4,-0.866025,0.5,4830989.88
FAC-001,2023-11,2023-11-15,15,acute_inpatient,commercial,inpatient,667.18,131.8,247.52,0.6781,1.2025,5.365,0.1665,45.19,34.87,26.7,381.53,376.57,290.6,5631018.23,3178291.53,2452726.7,1463017.62,269143.34,3019468.95,96874.8,71427.0,15.0,11.0,15.0,4746955.807242221,,4894996.254191455,5278002.831943353,5451116.311499101,0.4534,0.0475,0.5451,0.6164,0.1466,11,4,-0.866025,0.5,4830989.88
FAC-001,2023-11,2023-11-18,18,acute_inpatient,commercial,inpatient,789.02,155.87,258.9,0.7093,1.2025,5.519,0.1844,53.44,41.24,32.53,446.94,445.34,343.68,6659378.19,3758724.34,2900653.85,1953401.33,306164.49,3808257.07,154220.35,104830.83,18.0,13.0,12.0,4746955.807242221,,4894996.254191455,5278002.831943353,5451116.311499101,0.4534,0.0475,0.5451,0.6164,0.1466,11,4,-0.866025,0.5,4830989.88
FAC-001,2023-11,2023-11-21,21,acute_inpatient,commercial,inpatient,909.24,179.62,255.89,0.7011,1.2025,5.677,0.1881,61.58,47.52,35.88,471.27,513.2,396.04,7674051.79,4331432.23,3342619.57,2469209.71,344765.49,4300567.2,132671.86,105964.08,21.0,15.0,9.0,4746955.807242221,,4894996.254191455,5278002.831943353,5451116.311499101,0.4534,0.0475,0.5451,0.6164,0.1466,11,4,-0.866025,0.5,4830989.88
FAC-001,2023-11,2023-11-24,24,acute_inpatient,commercial,inpatient,1028.09,203.1,242.19,0.6635,1.2025,5.22,0.1773,69.63,53.74,41.13,544.25,580.28,447.81,8677154.24,4897609.05,3779545.19,2903377.0,414565.68,4745074.18,193217.33,125455.11,24.0,18.0,6.0,4746955.807242221,,4894996.254191455,5278002.831943353,5451116.311499101,0.4534,0.0475,0.5451,0.6164,0.1466,11,4,-0.866025,0.5,4830989.88
FAC-001,2023-11,2023-11-27,27,acute_inpatient,commercial,inpatient,1145.75,226.34,233.89,0.6408,1.2025,4.933,0.1634,77.6,59.89,45.23,608.55,646.69,499.06,9670248.58,5458137.04,4212111.54,3397439.61,455434.43,5214524.34,227663.59,143625.73,27.0,19.0,3.0,4746955.807242221,,4894996.254191455,5278002.831943353,5451116.311499101,0.4534,0.0475,0.5451,0.6164,0.1466,11,4,-0.866025,0.5,4830989.88
FAC-001,2023-12,2023-12-07,7,acute_inpatient,commercial,inpatient,321.09,63.43,249.62,0.6839,1.2025,5.008,0.1905,21.75,16.78,11.35,158.93,181.23,139.86,2741219.58,1547214.84,1194004.74,199811.23,129227.06,1571319.06,55162.68,41271.37,7.0,5.0,24.0,4830989.876653881,,4777966.72984141,5101854.149159629,5394741.181058627,0.4534,0.0475,0.5451,0.6164,0.1466,12,4,-0.5,0.866025,4886613.43
FAC-001,2023-12,2023-12-10,10,acute_inpatient,commercial,inpatient,445.79,88.07,257.31,0.705,1.2025,5.541,0.1746,30.19,23.3,18.69,248.53,251.62,194.18,3805867.18,2148129.33,1657737.85,621779.52,,2131940.92,79718.36,54894.42,10.0,6.0,21.0,4830989.876653881,,4777966.72984141,5101854.149159629,5394741.181058627,0.4534,0.0475,0.5451,0.6164,0.1466,12,4,-0.5,0.866025,4886613.43
FAC-001,2023-12,2023-12-12,12,acute_inpatient,commercial,inpatient,527.21,104.15,238.98,0.6547,1.2025,3.872,0.1604,35.71,27.56,20.71,286.27,297.57,229.64,4500910.47,2540429.64,1960480.83,919628.04,221411.92,2464412.26,90030.27,77458.11,12.0,8.0,19.0,4830989.876653881,,4777966.72984141,5101854.149159629,5394741.181058627,0.4534,0.0475,0.5451,0.6164,0.1466,12,4,-0.5,0.866025,4886613.43
FAC-001,2023-12,2023-12-15,15,acute_inpatient,commercial,inpatient,647.35,127.88,246.87,0.6764,1.2025,4.852,0.1608,43.85,33.84,23.42,353.96,365.38,281.97,5526594.32,3119351.99,2407242.33,1335780.42,249762.01,2908944.12,137694.26,97835.16,15.0,11.0,16.0,4830989.876653881,,4777966.72984141,5101854.149159629,5394741.181058627,0.4534,0.0475,0.5451,0.6164,0.1466,12,4,-0.5,0.866025,4886613.43
FAC-001,2023-12,2023-12-18,18,acute_inpatient,commercial,inpatient,765.57,151.24,252.72,0.6924,1.2025,5.227,0.159,51.85,40.02,31.93,404.22,432.11,333.46,6535883.95,3689021.02,2846862.93,1814289.0,309359.88,3334817.24,,99495.37,18.0,12.0,13.0,4830989.876653881,,4777966.72984141,5101854.149159629,5394741.181058627,0.4534,0.0475,0.5451,0.6164,0.1466,12,4,-0.5,0.866025,4886613.43
FAC-001,2023-12,2023-12-21,21,acute_inpatient,commercial,inpatient,882.22,174.28,248.54,0.6809,,5.345,0.1885,59.75,46.11,37.07,478.99,497.95,384.27,7531741.03,4251108.37,3280632.66,2391855.31,357824.75,3879692.97,145871.78,117103.85,21.0,15.0,10.0,4830989.876653881,,4777966.72984141,5101854.149159629,5394741.181058627,0.4534,0.0475,0.5451,0.6164,0.1466,12,4,-0.5,0.866025,4886613.43
FAC-001,2023-12,2023-12-24,24,acute_inpatient,commercial,inpatient,997.54,197.06,241.67,0.6621,1.2025,5.765,0.159,67.56,52.14,38.93,560.17,563.04,434.5,8516241.53,4806785.78,3709455.76,2892658.61,443953.83,5006466.72,149408.94,115907.75,24.0,16.0,7.0,4830989.876653881,,4777966.72984141,5101854.149159629,5394741.181058627,0.4534,0.0475,0.5451,0.6164,0.1466,12,4,-0.5,0.866025,4886613.43
FAC-001,2023-12,2023-12-27,27,acute_inpatient,commercial,inpatient,1111.71,219.62,251.82,0.6899,1.2025,6.148,0.1819,75.3,58.11,43.38,605.75,627.48,484.23,9490919.52,5356919.1,4134000.42,3304475.09,436468.29,5034204.68,176296.92,129842.76,27.0,19.0,4.0,4830989.876653881,,4777966.72984141,5101854.149159629,5394741.181058627,0.4534,0.0475,0.5451,0.6164,0.1466,12,4,-0.5,0.866025,4886613.43
FAC-001,2024-01,2024-01-07,7,acute_inpatient,commercial,inpatient,321.09,63.43,259.52,0.711,1.2025,4.475,0.1722,21.75,16.78,13.67,180.23,181.23,139.86,3110175.04,1755462.8,1354712.25,213021.9,128238.26,1601979.65,,36156.79,7.0,5.0,24.0,4886613.431274247,5407404.252833765,4821519.705056783,4951053.873332585,5352397.201909929,0.4534,0.0475,0.5451,0.6164,0.1466,1,1,0.0,1.0,5544328.98
FAC-001,2024-01,2024-01-10,10,acute_inpatient,commercial,inpatient,445.79,88.07,253.84,0.6954,1.2025,5.32,0.167,30.19,23.3,16.83,230.67,251.62,194.18,4318119.29,2437257.6,1880861.69,733990.75,196012.46,2403245.88,92655.74,61036.74,10.0,8.0,21.0,4886613.431274247,5407404.252833765,4821519.705056783,4951053.873332585,5352397.201909929,0.4534,0.0475,0.5451,0.6164,0.1466,1,1,0.0,1.0,5544328.98
FAC-001,2024-01,2024-01-12,12,acute_inpatient,commercial,inpatient,527.21,104.15,261.22,0.7157,1.2025,5.348,0.1859,35.71,27.56,20.03,314.37,297.57,229.64,5106712.19,2882359.71,2224352.47,1064036.68,246712.39,2695544.64,102405.77,80971.04,12.0,10.0,19.0,4886613.431274247,5407404.252833765,4821519.705056783,4951053.873332585,5352397.201909929,0.4534,0.0475,0.5451,0.6164,0.1466,1,1,0.0,1.0,5544328.98
FAC-001,2024-01,2024-01-15,15,acute_inpatient,commercial,inpatient,647.35,127.88,237.92,0.6518,1.2025,4.968,0.1827,43.85,33.84,27.86,341.86,365.38,281.97,6270448.34,3539202.33,2731246.01,1562064.51,313632.44,3427470.43,120240.24,77054.12,15.0,11.0,16.0,4886613.431274247,5407404.252833765,4821519.705056783,4951053.873332585,5352397.201909929,0.4534,0.0475,0.5451,0.6164,0.1466,1,1,0.0,1.0,5544328.98
FAC-001,2024-01,2024-01-18,18,acute_inpatient,commercial,inpatient,765.57,151.24,245.98,0.6739,1.2025,5.887,0.183,51.85,40.02,30.77,437.82,432.11,333.46,7415583.68,4185546.18,3230037.51,2141230.9,339708.95,3940792.26,159798.33,110805.08,18.0,14.0,13.0,4886613.431274247,5407404.252833765,4821519.705056783,4951053.873332585,5352397.201909929,0.4534,0.0475,0.5451,0.6164,0.1466,1,1,0.0,1.0,5544328.98
FAC-001,2024-01,2024-01-21,21,acute_inpatient,commercial,inpatient,882.22,174.28,254.04,0.696,1.2025,5.363,0.1886,59.75,46.11,37.85,476.12,497.95,384.27,8545478.52,4823287.88,3722190.63,2627498.24,405195.84,4636828.08,156620.55,136668.88,21.0,15.0,10.0,4886613.431274247,5407404.252833765,4821519.705056783,4951053.873332585,5352397.201909929,0.4534,0.0475,0.5451,0.6164,0.1466,1,1,0.0,1.0,5544328.98
FAC-001,2024-01,2024-01-24,24,acute_inpatient,commercial,inpatient,997.54,197.06,247.96,0.6794,1.2025,5.225,0.185,67.56,52.14,35.57,493.39,563.04,434.5,9662488.23,5453756.9,4208731.33,3245687.93,444977.59,5272179.52,181659.62,168418.19,24.0,18.0,7.0,4886613.431274247,5407404.252833765,4821519.705056783,4951053.873332585,5352397.201909929,0.4534,0.0475,0.5451,0.6164,0.1466,1,1,0.0,1.0,5544328.98
FAC-001,2024-01,2024-01-27,27,acute_inpatient,commercial,inpatient,1111.71,219.62,255.77,0.7007,1.2025,6.014,0.1744,75.3,58.11,43.49,599.38,627.48,484.23,10768353.37,6077935.62,4690417.74,3850584.52,513412.52,5928898.65,186800.86,161150.02,27.0,20.0,4.0,4886613.431274247,5407404.252833765,4821519.705056783,4951053.873332585,5352397.201909929,0.4534,0.0475,0.5451,0.6164,0.1466,1,1,0.0,1.0,5544328.98
FAC-001,2024-02,2024-02-07,7,acute_inpatient,commercial,inpatient,341.41,67.44,242.37,0.664,1.2025,4.494,0.1732,23.12,17.84,12.23,193.54,192.7,148.71,3362873.7,1898092.41,1464781.28,281763.43,161910.68,1895181.81,56660.26,47106.71,7.0,5.0,22.0,5544328.984470091,5633998.782961554,5087310.764132739,4991153.509162097,5363807.596212954,0.4534,0.0475,0.5451,0.6164,0.1466,2,1,0.5,0.866025,5638039.52
FAC-001,2024-02,2024-02-10,10,acute_inpatient,commercial,inpatient,474.0,93.64,246.99,0.6767,1.2025,3.714,0.1605,32.1,24.78,19.72,251.9,267.54,206.46,4668962.22,2635282.37,2033679.85,868404.26,219148.9,,84074.76,78668.99,10.0,7.0,19.0,5544328.984470091,5633998.782961554,5087310.764132739,4991153.509162097,5363807.596212954,0.4534,0.0475,0.5451,0.6164,0.1466,2,1,0.5,0.866025,5638039.52
FAC-001,2024-02,2024-02-12,12,acute_inpatient,commercial,inpatient,560.57,110.74,258.51,0.7082,1.2025,4.336,0.1648,37.97,29.3,21.79,307.97,316.4,244.17,5521627.51,3116548.6,2405078.92,1240602.96,269886.79,3231053.97,108191.41,,12.0,8.0,17.0,5544328.984470091,5633998.782961554,5087310.764132739,4991153.509162097,5363807.596212954,0.4534,0.0475,0.5451,0.6164,0.1466,2,1,0.5,0.866025,5638039.52
FAC-001,2024-02,2024-02-15,15,acute_inpatient,commercial,inpatient,688.31,135.98,255.15,0.699,1.2025,4.991,0.1532,46.62,35.98,26.05,395.16,388.5,299.81,6779916.07,3826759.03,2953157.05,1716368.84,325964.18,3838924.43,139570.45,85539.85,15.0,11.0,14.0,5544328.984470091,5633998.782961554,5087310.764132739,4991153.509162097,5363807.596212954,0.4534,0.0475,0.5451,0.6164,0.1466,2,1,0.5,0.866025,5638039.52
FAC-001,2024-02,2024-02-18,18,acute_inpatient,commercial,inpatient,814.01,160.81,247.99,0.6794,1.2025,6.354,0.1644,55.13,42.55,33.26,457.54,459.45,354.56,8018092.54,4525617.67,3492474.87,2404210.35,388984.33,4695961.99,167875.65,128183.9,18.0,12.0,11.0,5544328.984470091,5633998.782961554,5087310.764132739,4991153.509162097,5363807.596212954,0.4534,0.0475,0.5451,0.6164,0.1466,2,1,0.5,0.866025,5638039.52
FAC-001,2024-02,2024-02-21,21,acute_inpatient,commercial,inpatient,938.04,185.31,248.78,0.6816,,5.491,0.1701,63.53,49.03,38.58,482.6,529.46,408.59,9239790.21,5215175.26,4024614.95,2928904.98,416534.18,5502208.02,190835.73,128447.61,21.0,15.0,8.0,5544328.984470091,5633998.782961554,5087310.764132739,4991153.509162097,5363807.596212954,0.4534,0.0475,0.5451,0.6164,0.1466,2,1,0.5,0.866025,5638039.52
FAC-001,2024-02,2024-02-24,24,acute_inpatient,commercial,inpatient,1060.66,209.53,247.69,0.6786,1.2025,4.853,0.1688,71.84,55.44,44.37,532.81,598.66,462.0,10447555.86,5896869.26,4550686.6,3610445.35,544116.29,5801417.7,201090.12,148766.32,24.0,17.0,5.0,5544328.984470091,5633998.782961554,5087310.764132739,4991153.509162097,5363807.596212954,0.4534,0.0475,0.5451,0.6164,0.1466,2,1,0.5,0.866025,5638039.52
FAC-001,2024-02,2024-02-27,27,acute_inpatient,commercial,inpatient,1182.05,233.51,256.78,0.7035,1.2025,5.65,0.157,80.06,61.78,49.24,663.29,667.18,514.87,11643271.45,6571761.89,5071509.55,4282122.47,542946.51,6442732.17,206621.78,197853.49,27.0,19.0,2.0,5544328.984470091,5633998.782961554,5087310.764132739,4991153.509162097,5363807.596212954,0.4534,0.0475,0.5451,0.6164,0.1466,2,1,0.5,0.866025,5638039.52
FAC-001,2024-03,2024-03-07,7,acute_inpatient,commercial,inpatient,321.09,63.43,260.63,0.7141,1.2025,5.191,0.1854,21.75,16.78,11.0,173.8,181.23,139.86,3353536.94,1892822.51,1460714.43,223411.25,159214.0,1854751.19,70800.38,51194.73,7.0,5.0,24.0,5638039.520866867,5986808.463370738,5356327.312203735,5067147.021022572,5364144.32437173,0.4534,0.0475,0.5451,0.6164,0.1466,3,1,0.866025,0.5,5978156.14
FAC-001,2024-03,2024-03-10,10,acute_inpatient,commercial,inpatient,445.79,88.07,242.74,0.665,1.2025,5.212,0.1657,30.19,23.3,19.15,238.54,251.62,194.18,4655999.2,2627965.71,2028033.49,769449.87,201930.49,2547660.94,104748.41,62251.4,10.0,6.0,21.0,5638039.520866867,5986808.463370738,5356327.312203735,5067147.021022572,5364144.32437173,0.4534,0.0475,0.5451,0.6164,0.1466,3,1,0.866025,0.5,5978156.14
FAC-001,2024-03,2024-03-12,12,acute_inpatient,commercial,inpatient,527.21,104.15,239.04,0.6549,1.2025,5.327,0.1849,35.71,27.56,20.75,287.01,297.57,229.64,5506297.14,3107895.74,2398401.4,1160192.29,237248.98,3225215.9,116762.71,81087.11,12.0,8.0,19.0,5638039.520866867,5986808.463370738,5356327.312203735,5067147.021022572,5364144.32437173,0.4534,0.0475,0.5451,0.6164,0.1466,3,1,0.866025,0.5,5978156.14
FAC-001,2024-03,2024-03-15,15,acute_inpatient,commercial,inpatient,647.35,127.88,253.44,0.6944,1.2025,5.046,0.1683,43.85,33.84,28.78,328.13,365.38,281.97,6761092.16,3816134.32,2944957.83,1686310.38,312052.45,3788048.92,138682.26,108026.18,15.0,11.0,16.0,5638039.520866867,5986808.463370738,5356327.312203735,5067147.021022572,5364144.32437173,0.4534,0.0475,0.5451,0.6164,0.1466,3,1,0.866025,0.5,5978156.14
FAC-001,2024-03,2024-03-18,18,acute_inpatient,commercial,inpatient,765.57,151.24,249.81,0.6844,1.2025,5.518,0.1704,51.85,40.02,30.3,429.29,432.11,333.46,7995830.92,4513052.64,3482778.28,2374600.66,406070.72,4210150.13,195566.41,131877.12,18.0,12.0,13.0,5638039.520866867,5986808.463370738,5356327.312203735,5067147.021022572,5364144.32437173,0.4534,0.0475,0.5451,0.6164,0.1466,3,1,0.866025,0.5,5978156.14
